site,month,month,date,time_start,time_end,dolphins_best,calves_best,every20mins,echo,bp,whistle,total,noise,fish calls,distance,season
Mouth,September,9,9/26/18,14:48,14:56,6,1,15:00,0,0,0,0,1,0,801.2086865,Fall
Mouth,October,10,10/3/18,7:19,7:29,3,1,7:20,1,0,0,1,1,0,271.6270302,Fall
Mouth,October,10,10/17/18,8:20,8:36,15,3,8:20,0,0,0,0,1,2,881.4062284,Fall
Mouth,October,10,10/17/18,8:57,9:03,2,0,9:00,0,0,0,0,1,0,889.6459491,Fall
Mouth,October,10,10/31/18,11:55,12:12,4,1,12:00,0,0,0,0,1,0,500.1738526,Fall
Mouth,October,10,10/31/18,12:13,12:28,6,0,12:20,6,0,0,6,1,0,891.4366924,Fall
Mouth,November,11,11/28/18,8:31,8:47,10,0,8:40,1,0,3,4,1,0,294.6895575,Fall
Mouth,December,12,12/7/18,8:28,8:36,1,0,8:40,3,0,0,3,1,2,386.654921,Fall
Mouth,December,12,12/7/18,8:47,9:02,5,1,9:00,0,0,0,0,1,0,712.0285106,Fall
Mouth,December,12,12/12/18,11:55,12:16,7,2,12:00,0,0,0,0,1,0,1335.869442,Fall
Mouth,January,1,1/8/19,8:14,8:25,1,0,8:20,0,0,0,0,1,0,793.5515542,Winter
Mouth,January,1,1/8/19,8:32,9:06,6,1,9:00,0,0,0,0,1,0,694.1581424,Winter
Mouth,January,1,1/25/19,13:54,14:18,4,0,14:00,0,0,0,0,0,0,1345.358353,Winter
Mouth,February,2,2/5/19,8:21,8:50,3,0,8:40,0,0,0,0,1,0,865.9824262,Winter
Mouth,February,2,2/5/19,8:57,9:16,2,0,9:00,0,0,0,0,1,0,1227.125588,Winter
Mouth,March,3,3/5/19,14:30,14:35,1,0,14:40,3,0,0,3,1,0,1219.07564,Winter
Mouth,March,3,3/5/19,14:40,14:55,1,0,15:00,0,0,0,0,0,1,775.0322569,Winter
Mouth,March,3,3/21/19,11:30,11:35,1,0,11:40,0,0,0,0,1,2,670.3784405,Spring
Mouth,March,3,3/21/19,12:02,12:10,3,1,12:00,21,0,0,21,1,0,1044.032622,Spring
Mouth,April,4,4/4/19,8:14,8:32,2,1,8:20,0,0,0,0,1,0,530.1874733,Spring
Mouth,April,4,4/4/19,8:42,8:49,1,0,8:40,0,0,0,0,1,3,1289.278156,Spring
Mouth,April,4,4/4/19,8:55,9:03,2,0,9:00,0,0,0,0,0,0,981.9606105,Spring
Mouth,April,4,4/16/19,14:25,14:55,13,1,14:40,0,0,1,1,0,3,73.43003159,Spring
Mouth,May,5,5/9/19,8:32,8:45,3,1,8:40,0,0,0,0,1,3,480.7873374,Spring
Mouth,May,5,5/9/19,9:03,9:14,5,1,9:00,0,0,0,0,0,2,535.2793713,Spring
Mouth,May,5,5/23/19,8:30,8:43,1,0,8:40,0,0,0,0,1,3,1473.228015,Spring
Terminal,December,12,12/19/17,11:25,11:39,3,0,11:20,14,0,0,14,1,0,611.5963176,Fall
Terminal,December,12,12/19/17,11:45,11:54,2,0,11:40,5,0,0,5,1,0,263.3117176,Fall
Terminal,December,12,12/19/17,11:49,12:01,1,0,12:00,3,0,0,3,1,0,256.9500261,Fall
Terminal,December,12,12/19/17,12:03,12:17,3,1,12:20,10,0,0,10,1,0,512.8762426,Fall
Terminal,January,1,1/11/18,11:06,11:23,11,3,11:20,0,0,0,0,1,0,-1,Winter
Terminal,January,1,1/11/18,11:31,11:37,1,0,11:40,19,7,0,26,1,0,256.3654762,Winter
Terminal,January,1,1/25/18,12:39,12:43,1,0,12:40,3,1,2,6,1,0,692.1781487,Winter
Terminal,January,1,1/25/18,12:47,12:52,3,0,12:40,3,0,2,5,1,0,306.8697995,Winter
Terminal,January,1,1/25/18,13:01,13:16,7,1,13:00,0,0,2,2,1,0,750.6581774,Winter
Terminal,January,1,1/25/18,13:24,13:30,3,0,13:20,0,0,0,0,1,0,-1,Winter
Terminal,February,2,2/6/18,10:29,10:32,1,0,10:40,2,3,0,5,1,0,292.640286,Winter
Terminal,February,2,2/6/18,10:39,10:51,11,1,10:40,1,2,0,3,1,0,574.9361414,Winter
Terminal,February,2,2/6/18,10:55,11:07,4,1,11:00,9,2,10,21,1,2,1518.376501,Winter
Terminal,February,2,2/6/18,11:16,11:26,3,1,11:20,0,0,0,0,1,0,-1,Winter
Terminal,February,2,2/15/18,11:14,11:20,1,0,11:20,0,0,0,0,1,0,631.2112899,Winter
Terminal,February,2,2/15/18,11:33,11:47,6,3,11:40,0,0,0,0,1,0,640.0935646,Winter
Terminal,February,2,2/15/18,11:53,12:02,1,0,12:00,0,0,0,0,1,2,1152.926797,Winter
Terminal,March,3,3/6/18,11:17,11:21,2,0,11:20,0,0,5,5,1,0,299.8237798,Winter
Terminal,March,3,3/6/18,11:22,11:32,3,0,11:20,0,0,3,3,1,0,668.8927459,Winter
Terminal,March,3,3/6/18,11:37,11:42,2,1,11:40,1,0,0,1,1,0,1342.530357,Winter
Terminal,March,3,3/6/18,11:53,12:01,5,1,12:00,37,0,0,37,1,0,-1,Winter
Terminal,March,3,3/27/18,12:27,12:41,4,0,12:40,0,0,0,0,1,2,822.3953345,Spring
Terminal,March,3,3/27/18,12:49,12:58,2,0,13:00,0,0,0,0,1,2,992.4399311,Spring
Terminal,March,3,3/27/18,13:08,13:17,5,0,13:20,4,0,0,4,1,0,1817.493297,Spring
Terminal,April,4,4/19/18,11:31,11:46,2,0,11:40,0,0,0,0,1,2,686.2355863,Spring
Terminal,April,4,4/19/18,12:07,12:27,5,2,12:20,1,0,0,1,1,2,-1,Spring
Terminal,April,4,4/26/18,12:44,13:14,5,2,12:40,0,0,0,0,1,2,755.2075299,Spring
Terminal,May,5,5/8/18,8:34,8:46,10,3,8:40,0,0,7,7,1,2,695.8205986,Spring
Terminal,May,5,5/8/18,9:07,9:15,1,0,9:00,0,0,0,0,0,2,1523.641696,Spring
Terminal,May,5,5/8/18,9:18,9:27,6,2,9:20,0,0,0,0,1,2,1895.767978,Spring
Terminal,May,5,5/17/18,9:21,9:29,4,1,9:20,0,0,0,0,1,3,423.4671725,Spring
Terminal,May,5,5/17/18,9:35,9:47,3,1,9:40,0,1,0,1,1,2,865.3422438,Spring
Terminal,May,5,5/17/18,9:58,9:59,1,0,10:00,0,0,0,0,1,2,1548.808003,Spring
Terminal,June,6,6/7/18,11:02,11:12,3,1,11:00,0,0,0,0,1,2,842.7422769,Spring
Terminal,June,6,6/21/18,13:54,14:02,2,1,14:00,0,0,0,0,1,0,-1,Summer
Terminal,July,7,7/3/18,8:38,8:46,4,2,8:40,0,0,0,0,1,2,852.6891943,Summer
Terminal,July,7,7/3/18,8:58,9:14,6,3,9:00,0,0,0,0,1,2,1983.720264,Summer
Terminal,July,7,7/17/18,9:39,9:45,1,0,9:40,0,0,0,0,1,2,1960.837631,Summer
Terminal,August,8,8/7/18,11:54,12:10,2,1,12:00,0,0,0,0,1,2,817.7315696,Summer
Terminal,August,8,8/21/18,12:21,12:36,3,1,12:20,3,0,0,3,1,2,1315.283461,Summer
Terminal,August,8,8/21/18,12:50,12:52,1,0,13:00,0,0,0,0,0,2,1844.3039,Summer
Terminal,September,9,9/19/18,10:46,10:51,2,1,10:40,16,2,0,18,1,0,663.2319736,Summer
Terminal,September,9,9/19/18,11:04,11:34,17,4,11:00,6,0,0,6,0,2,806.2828062,Summer
Terminal,September,9,9/26/18,8:28,8:42,4,1,8:40,8,0,0,8,1,0,145.2077696,Fall
Terminal,September,9,9/26/18,8:59,9:28,13,4,9:00,0,0,0,0,0,2,1807.541249,Fall
Terminal,October,10,10/3/18,10:32,10:53,4,1,10:40,0,0,0,0,1,0,1269.464253,Fall
Terminal,October,10,10/3/18,10:59,11:09,7,0,11:00,1,0,0,1,0,2,1672.00521,Fall
Terminal,October,10,10/17/18,11:20,11:26,2,0,11:20,0,0,0,0,1,0,583.6669371,Fall
Terminal,October,10,10/17/18,11:38,11:50,6,2,11:40,9,1,0,10,1,2,661.250413,Fall
Terminal,October,10,10/31/18,10:30,10:35,3,0,10:40,7,0,2,9,1,2,118.9631809,Fall
Terminal,October,10,10/31/18,10:32,10:55,12,3,11:00,1,0,0,1,1,2,1621.876864,Fall
Terminal,November,11,11/28/18,12:11,12:29,8,2,12:20,0,0,1,1,0,0,99.9224174,Fall
Terminal,November,11,11/28/18,12:37,13:00,3,1,13:00,15,0,0,15,0,0,882.8163886,Fall
Terminal,December,12,12/7/18,11:53,12:01,1,0,12:00,0,0,0,0,1,2,751.9043137,Fall
Terminal,December,12,12/7/18,12:19,12:25,2,1,12:20,0,0,0,0,1,0,1401.983604,Fall
Terminal,December,12,12/7/18,12:34,12:43,1,0,12:40,2,0,0,2,0,3,1861.430463,Fall
Terminal,January,1,1/8/19,14:26,,4,0,14:20,0,0,0,0,0,0,-1,Winter
Terminal,January,1,1/25/19,13:19,13:33,9,1,13:20,0,0,14,14,0,0,-1,Winter
Terminal,February,2,2/5/19,9:38,9:42,2,1,9:40,0,0,1,1,1,0,749.1711533,Winter
Terminal,February,2,2/5/19,9:47,9:53,3,1,10:00,0,0,0,0,1,0,594.8060274,Winter
Terminal,February,2,2/5/19,9:55,10:07,2,0,10:20,4,1,2,7,1,2,763.2902471,Winter
Terminal,February,2,2/5/19,10:09,10:40,5,2,10:40,0,0,2,2,1,0,849.8220308,Winter
Terminal,March,3,3/5/19,13:09,13:17,1,0,13:20,0,0,0,0,1,0,167.4987807,Winter
Terminal,March,3,3/5/19,13:19,13:40,4,1,13:20,0,0,0,0,0,0,560.8363473,Winter
Terminal,March,3,3/5/19,13:43,13:47,1,0,13:40,0,0,0,0,0,0,1309.339405,Winter
Terminal,March,3,3/21/19,8:24,8:28,1,0,8:20,0,0,0,0,0,2,635.0921748,Spring
Terminal,March,3,3/21/19,8:33,8:46,3,1,8:40,2,5,0,7,1,2,378.5409279,Spring
Terminal,March,3,3/21/19,9:07,,1,0,9:00,0,0,2,2,0,0,1916.198494,Spring
Terminal,April,4,4/4/19,12:09,12:12,1,0,12:20,0,0,0,0,1,0,40.72397702,Spring
Terminal,April,4,4/4/19,12:21,12:30,4,1,12:20,0,0,0,0,1,2,584.8313205,Spring
Terminal,April,4,4/4/19,12:34,12:45,1,0,12:40,0,0,3,3,1,3,745.2169576,Spring
Terminal,April,4,4/16/19,8:32,8:55,3,0,8:40,2,0,0,2,1,2,681.8703245,Spring
Terminal,April,4,4/16/19,8:59,9:12,3,1,9:00,0,0,0,0,0,2,466.4908935,Spring
